Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-11-22 12:00:00, 36.7984, -122.1094,  1.4, 100,  8.3,  7.1
2011-11-22 12:30:00, 36.7951, -122.1073,  1.1,  65,  6.2, 10.7
2011-11-22 13:00:00, 36.7970, -122.1124,  1.3,  49,  7.2,  8.0
2011-11-22 13:30:00, 36.7976, -122.1070,  1.3, 122,  6.5,  6.7
2011-11-22 14:00:00, 36.7946, -122.1127,  1.1,  50,  5.7,  8.5
2011-11-22 14:30:00, 36.7983, -122.1092,  1.2,  96,  7.1, 12.8
2011-11-22 15:00:00, 36.7941, -122.1078,  1.4,  45,  6.2, 10.7
2011-11-22 15:30:00, 36.7985, -122.1117,  1.3, 126,  7.7, 10.7
2011-11-22 16:00:00, 36.7974, -122.1063,  1.2,  27,  5.9,  8.5
2011-11-22 16:30:00, 36.7957, -122.1132,  1.0,  92,  5.5,  9.8
2011-11-22 17:30:00, 36.7947, -122.1076,  1.4,  97,  7.2,  8.0
2011-11-22 18:00:00, 36.7985, -122.1116,  1.5,  49,  8.6, 25.6
2011-11-22 18:30:00, 36.7982, -122.1084,  1.8, 142,  7.5, 25.6
2011-11-22 19:00:00, 36.7974, -122.1066,  1.5, 108,  7.1, 10.7
2011-11-22 19:30:00, 36.7955, -122.1071,  1.2,  77,  6.1,  8.5
2011-11-22 20:00:00, 36.7947, -122.1120,  1.3,  54,  6.5,  8.5
2011-11-22 20:30:00, 36.7985, -122.1101,  1.3,  77,  7.1,  9.1
2011-11-22 21:00:00, 36.7967, -122.1063,  1.2,  56,  6.8,  9.1
2011-11-22 21:30:00, 36.7943, -122.1077,  1.0,  67,  6.5,  8.5
2011-11-22 22:00:00, 36.7953, -122.1026,  1.4,  64,  7.3, 10.7
2011-11-22 23:00:00, 36.7943, -122.1074,  1.2,  47,  7.9,  8.0
2011-11-22 23:30:00, 36.7938, -122.1088,  1.2,  55,  8.4, 10.7
2011-11-23 00:00:00, 36.7942, -122.1117,  1.1,  78,  7.7,  8.0
2011-11-23 00:30:00, 36.7989, -122.1107,  1.2,  95,  7.5,  9.8
2011-11-23 01:00:00, 36.7959, -122.1070,  1.2,  67,  7.5,  8.5
2011-11-23 01:30:00, 36.7935, -122.1095,  1.2,  57,  7.8,  9.1
2011-11-23 02:00:00, 36.7991, -122.1113,  1.3,  67,  8.3,  9.1
2011-11-23 02:30:00, 36.7951, -122.1074,  1.2,  78,  7.1,  9.8
