Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-12-09 03:00:00, 36.7884, -122.1261,  1.0, 287,  7.7, 14.2
2011-12-09 03:30:00, 36.7860, -122.1188,  1.1, 300,  6.9, 11.6
2011-12-09 04:00:00, 36.7829, -122.1111,  0.9, 261,  6.3, 12.8
2011-12-09 04:30:00, 36.7796, -122.1043,  0.9,   4,  5.8, 14.2
2011-12-09 05:00:00, 36.7763, -122.0977,  1.0, 304,  7.1, 10.7
2011-12-09 05:30:00, 36.7732, -122.0913,  1.1, 297,  6.8, 11.6
2011-12-09 06:00:00, 36.7702, -122.0849,  1.1, 297,  6.8, 10.7
2011-12-09 06:30:00, 36.7685, -122.0785,  1.0, 288,  7.6, 14.2
2011-12-09 07:00:00, 36.7679, -122.0715,  1.2, 295,  7.1, 11.6
2011-12-09 07:30:00, 36.7674, -122.0646,  1.1, 241,  7.3, 12.8
